"Category","All India"
"04-04-2023 : 89",173642
"04-04-2023 : 90",175336
"04-04-2023 : 91",175786
"04-04-2023 : 92",175249
"04-04-2023 : 93",174251
"04-04-2023 : 94",174003
"04-04-2023 : 95",172754
"04-04-2023 : 96",171966
"05-04-2023 : 1",170393
"05-04-2023 : 2",169877
"05-04-2023 : 3",169617
"05-04-2023 : 4",168723
"05-04-2023 : 5",168292
"05-04-2023 : 6",167882
"05-04-2023 : 7",166714
"05-04-2023 : 8",165884
"05-04-2023 : 9",165316
"05-04-2023 : 10",163850
"05-04-2023 : 11",164123
"05-04-2023 : 12",163864
"05-04-2023 : 13",162887
"05-04-2023 : 14",162965
"05-04-2023 : 15",163024
"05-04-2023 : 16",163487
"05-04-2023 : 17",163599
"05-04-2023 : 18",164432
"05-04-2023 : 19",164391
"05-04-2023 : 20",165620
"05-04-2023 : 21",166457
"05-04-2023 : 22",168117
"05-04-2023 : 23",170453
"05-04-2023 : 24",171628
"05-04-2023 : 25",173470
"05-04-2023 : 26",173989
"05-04-2023 : 27",176626
"05-04-2023 : 28",177635
"05-04-2023 : 29",178944
"05-04-2023 : 30",177738
"05-04-2023 : 31",178550
"05-04-2023 : 32",178320
"05-04-2023 : 33",177693
"05-04-2023 : 34",178871
"05-04-2023 : 35",180220
"05-04-2023 : 36",181372
"05-04-2023 : 37",182873
"05-04-2023 : 38",185808
"05-04-2023 : 39",187240
"05-04-2023 : 40",187866
"05-04-2023 : 41",188879
"05-04-2023 : 42",188010
"05-04-2023 : 43",188767
"05-04-2023 : 44",188742
"05-04-2023 : 45",188188
"05-04-2023 : 46",188600
"05-04-2023 : 47",188467
"05-04-2023 : 48",187821
"05-04-2023 : 49",187590
"05-04-2023 : 50",187184
"05-04-2023 : 51",186808
"05-04-2023 : 52",186237
"05-04-2023 : 53",185101
"05-04-2023 : 54",181273
"05-04-2023 : 55",181583
"05-04-2023 : 56",181014
"05-04-2023 : 57",181719
"05-04-2023 : 58",181804
"05-04-2023 : 59",183526
"05-04-2023 : 60",183481
"05-04-2023 : 61",183964
"05-04-2023 : 62",184387
"05-04-2023 : 63",184181
"05-04-2023 : 64",183625
"05-04-2023 : 65",183501
"05-04-2023 : 66",181439
"05-04-2023 : 67",181458
"05-04-2023 : 68",180856
"05-04-2023 : 69",179430
"05-04-2023 : 70",176527
"05-04-2023 : 71",175687
"05-04-2023 : 72",174972
"05-04-2023 : 73",175198
"05-04-2023 : 74",173770
"05-04-2023 : 75",176200
"05-04-2023 : 76",179557
"05-04-2023 : 77",183974
"05-04-2023 : 78",186636
"05-04-2023 : 79",186400
"05-04-2023 : 80",185149
"05-04-2023 : 81",182623
"05-04-2023 : 82",180344
"05-04-2023 : 83",179401
"05-04-2023 : 84",177412
"05-04-2023 : 85",175871
"05-04-2023 : 86",176136
"05-04-2023 : 87",176205
"05-04-2023 : 88",175577
"05-04-2023 : 89",174910
"05-04-2023 : 90",176850
"05-04-2023 : 91",176968
"05-04-2023 : 92",176555
"05-04-2023 : 93",176175
"05-04-2023 : 94",175242
"05-04-2023 : 95",174358
"05-04-2023 : 96",173709
"06-04-2023 : 1",172028
"06-04-2023 : 2",171823
"06-04-2023 : 3",171123
"06-04-2023 : 4",170474
"06-04-2023 : 5",169393
"06-04-2023 : 6",167772
"06-04-2023 : 7",167317
"06-04-2023 : 8",165836
"06-04-2023 : 9",165709
"06-04-2023 : 10",164475
"06-04-2023 : 11",163865
"06-04-2023 : 12",163526
"06-04-2023 : 13",163229
"06-04-2023 : 14",163103
"06-04-2023 : 15",163439
"06-04-2023 : 16",163487
"06-04-2023 : 17",163575
"06-04-2023 : 18",164431
"06-04-2023 : 19",165508
"06-04-2023 : 20",166169
"06-04-2023 : 21",167102
"06-04-2023 : 22",168931
"06-04-2023 : 23",170969
"06-04-2023 : 24",172877
"06-04-2023 : 25",173749
"06-04-2023 : 26",175317
"06-04-2023 : 27",177922
"06-04-2023 : 28",178523
"06-04-2023 : 29",178371
"06-04-2023 : 30",177877
"06-04-2023 : 31",178390
"06-04-2023 : 32",178396
"06-04-2023 : 33",178120
"06-04-2023 : 34",179775
"06-04-2023 : 35",181430
"06-04-2023 : 36",183633
"06-04-2023 : 37",183911
"06-04-2023 : 38",186615
"06-04-2023 : 39",187827
"06-04-2023 : 40",189267
"06-04-2023 : 41",190477
"06-04-2023 : 42",191406
"06-04-2023 : 43",191421
"06-04-2023 : 44",191456
"06-04-2023 : 45",191128
"06-04-2023 : 46",189870
"06-04-2023 : 47",189317
"06-04-2023 : 48",189743
"06-04-2023 : 49",189892
"06-04-2023 : 50",189663
"06-04-2023 : 51",190510
"06-04-2023 : 52",189208
"06-04-2023 : 53",187981
"06-04-2023 : 54",185679
"06-04-2023 : 55",185320
"06-04-2023 : 56",185169
"06-04-2023 : 57",186387
"06-04-2023 : 58",185903
"06-04-2023 : 59",186998
"06-04-2023 : 60",187002
"06-04-2023 : 61",186846
"06-04-2023 : 62",186068
"06-04-2023 : 63",185131
"06-04-2023 : 64",184851
"06-04-2023 : 65",182812
"06-04-2023 : 66",182060
"06-04-2023 : 67",181660
"06-04-2023 : 68",181295
"06-04-2023 : 69",180798
"06-04-2023 : 70",177215
"06-04-2023 : 71",176677
"06-04-2023 : 72",175680
"06-04-2023 : 73",174580
"06-04-2023 : 74",173522
"06-04-2023 : 75",176597
"06-04-2023 : 76",180015
"06-04-2023 : 77",184517
"06-04-2023 : 78",186763
"06-04-2023 : 79",187395
"06-04-2023 : 80",185898
"06-04-2023 : 81",184895
"06-04-2023 : 82",183471
"06-04-2023 : 83",182308
"06-04-2023 : 84",181281
"06-04-2023 : 85",180237
"06-04-2023 : 86",179664
"06-04-2023 : 87",179664
"06-04-2023 : 88",179402
"06-04-2023 : 89",178453
"06-04-2023 : 90",179935
"06-04-2023 : 91",179906
"06-04-2023 : 92",179513
"06-04-2023 : 93",178887
"06-04-2023 : 94",177606
"06-04-2023 : 95",177257
"06-04-2023 : 96",176239
"07-04-2023 : 1",174920
"07-04-2023 : 2",174302
"07-04-2023 : 3",173579
"07-04-2023 : 4",173104
"07-04-2023 : 5",172534
"07-04-2023 : 6",172204
"07-04-2023 : 7",171089
"07-04-2023 : 8",170139
"07-04-2023 : 9",169268
"07-04-2023 : 10",168159
"07-04-2023 : 11",168165
"07-04-2023 : 12",167651
"07-04-2023 : 13",166525
"07-04-2023 : 14",166710
"07-04-2023 : 15",166870
"07-04-2023 : 16",167176
"07-04-2023 : 17",167048
"07-04-2023 : 18",167690
"07-04-2023 : 19",168021
"07-04-2023 : 20",168448
"07-04-2023 : 21",169067
"07-04-2023 : 22",170858
"07-04-2023 : 23",171986
"07-04-2023 : 24",173472
"07-04-2023 : 25",174462
"07-04-2023 : 26",174170
"07-04-2023 : 27",177361
"07-04-2023 : 28",177471
"07-04-2023 : 29",177519
"07-04-2023 : 30",177149
"07-04-2023 : 31",177348
"07-04-2023 : 32",178069
"07-04-2023 : 33",178091
"07-04-2023 : 34",180261
"07-04-2023 : 35",181953
"07-04-2023 : 36",184352
"07-04-2023 : 37",186176
"07-04-2023 : 38",188680
"07-04-2023 : 39",190533
"07-04-2023 : 40",191589
"07-04-2023 : 41",192181
"07-04-2023 : 42",192138
"07-04-2023 : 43",192886
"07-04-2023 : 44",191739
"07-04-2023 : 45",193200
"07-04-2023 : 46",192618
"07-04-2023 : 47",192664
"07-04-2023 : 48",192319
"07-04-2023 : 49",191997
"07-04-2023 : 50",191829
"07-04-2023 : 51",190380
"07-04-2023 : 52",190250
"07-04-2023 : 53",187478
"07-04-2023 : 54",183460
"07-04-2023 : 55",183852
"07-04-2023 : 56",183825
"07-04-2023 : 57",183672
"07-04-2023 : 58",184215
"07-04-2023 : 59",185623
"07-04-2023 : 60",185759
"07-04-2023 : 61",186217
"07-04-2023 : 62",185106
"07-04-2023 : 63",184706
"07-04-2023 : 64",184181
"07-04-2023 : 65",183762
"07-04-2023 : 66",181122
"07-04-2023 : 67",181186
"07-04-2023 : 68",180262
"07-04-2023 : 69",178482
"07-04-2023 : 70",175582
"07-04-2023 : 71",173935
"07-04-2023 : 72",173247
"07-04-2023 : 73",172614
"07-04-2023 : 74",172503
"07-04-2023 : 75",176915
"07-04-2023 : 76",179624
"07-04-2023 : 77",182599
"07-04-2023 : 78",185084
"07-04-2023 : 79",185012
"07-04-2023 : 80",184408
"07-04-2023 : 81",182955
"07-04-2023 : 82",180950
"07-04-2023 : 83",180005
"07-04-2023 : 84",178782
"07-04-2023 : 85",177492
"07-04-2023 : 86",177543
"07-04-2023 : 87",177186
"07-04-2023 : 88",176535
"07-04-2023 : 89",176196
"07-04-2023 : 90",177827
"07-04-2023 : 91",177992
"07-04-2023 : 92",177373
"07-04-2023 : 93",176319
"07-04-2023 : 94",176457
"07-04-2023 : 95",175949
"07-04-2023 : 96",174764
"08-04-2023 : 1",173822
"08-04-2023 : 2",172566
"08-04-2023 : 3",171593
"08-04-2023 : 4",171256
"08-04-2023 : 5",170641
"08-04-2023 : 6",169352
"08-04-2023 : 7",168424
"08-04-2023 : 8",167649
"08-04-2023 : 9",166504
"08-04-2023 : 10",165621
"08-04-2023 : 11",164528
"08-04-2023 : 12",164134
"08-04-2023 : 13",164055
"08-04-2023 : 14",164102
"08-04-2023 : 15",164242
"08-04-2023 : 16",164630
"08-04-2023 : 17",164188
"08-04-2023 : 18",165010
"08-04-2023 : 19",165445
"08-04-2023 : 20",165603
"08-04-2023 : 21",166155
"08-04-2023 : 22",167459
"08-04-2023 : 23",169115
"08-04-2023 : 24",170166
"08-04-2023 : 25",170978
"08-04-2023 : 26",172896
"08-04-2023 : 27",174742
"08-04-2023 : 28",175227
"08-04-2023 : 29",175303
"08-04-2023 : 30",175135
"08-04-2023 : 31",175184
"08-04-2023 : 32",175538
"08-04-2023 : 33",175335
"08-04-2023 : 34",176961
"08-04-2023 : 35",178139
"08-04-2023 : 36",179458
"08-04-2023 : 37",179942
"08-04-2023 : 38",184203
"08-04-2023 : 39",186053
"08-04-2023 : 40",187208
"08-04-2023 : 41",187656
"08-04-2023 : 42",187323
"08-04-2023 : 43",188703
"08-04-2023 : 44",188625
"08-04-2023 : 45",188247
"08-04-2023 : 46",187981
"08-04-2023 : 47",188560
"08-04-2023 : 48",188306
"08-04-2023 : 49",189279
"08-04-2023 : 50",187947
"08-04-2023 : 51",188383
"08-04-2023 : 52",187098
"08-04-2023 : 53",185581
"08-04-2023 : 54",181610
"08-04-2023 : 55",182095
"08-04-2023 : 56",181855
"08-04-2023 : 57",183137
"08-04-2023 : 58",183606
"08-04-2023 : 59",185872
"08-04-2023 : 60",186388
"08-04-2023 : 61",187884
"08-04-2023 : 62",186706
"08-04-2023 : 63",186601
"08-04-2023 : 64",186256
"08-04-2023 : 65",185183
"08-04-2023 : 66",182868
"08-04-2023 : 67",182679
"08-04-2023 : 68",181596
"08-04-2023 : 69",180571
"08-04-2023 : 70",178153
"08-04-2023 : 71",176782
"08-04-2023 : 72",176364
"08-04-2023 : 73",176000
"08-04-2023 : 74",174703
"08-04-2023 : 75",178308
"08-04-2023 : 76",180620
"08-04-2023 : 77",184688
"08-04-2023 : 78",186697
"08-04-2023 : 79",187567
"08-04-2023 : 80",186573
"08-04-2023 : 81",184090
"08-04-2023 : 82",182523
"08-04-2023 : 83",181631
"08-04-2023 : 84",179694
"08-04-2023 : 85",178433
"08-04-2023 : 86",178348
"08-04-2023 : 87",177710
"08-04-2023 : 88",178087
"08-04-2023 : 89",177357
"08-04-2023 : 90",178781
"08-04-2023 : 91",178180
"08-04-2023 : 92",177606
"08-04-2023 : 93",176587
"08-04-2023 : 94",177117
"08-04-2023 : 95",176022
"08-04-2023 : 96",175114
"09-04-2023 : 1",174083
"09-04-2023 : 2",173805
"09-04-2023 : 3",173083
"09-04-2023 : 4",172517
"09-04-2023 : 5",171219
"09-04-2023 : 6",170173
"09-04-2023 : 7",169903
"09-04-2023 : 8",169284
"09-04-2023 : 9",168221
"09-04-2023 : 10",167813
"09-04-2023 : 11",167221
"09-04-2023 : 12",166656
"09-04-2023 : 13",166500
"09-04-2023 : 14",166321
"09-04-2023 : 15",166497
"09-04-2023 : 16",166930
"09-04-2023 : 17",166747
"09-04-2023 : 18",167342
"09-04-2023 : 19",167864
"09-04-2023 : 20",168059
"09-04-2023 : 21",169102
"09-04-2023 : 22",169518
"09-04-2023 : 23",170580
"09-04-2023 : 24",171229
"09-04-2023 : 25",172310
"09-04-2023 : 26",171563
"09-04-2023 : 27",173819
"09-04-2023 : 28",174113
"09-04-2023 : 29",173419
"09-04-2023 : 30",173022
"09-04-2023 : 31",172942
"09-04-2023 : 32",173875
"09-04-2023 : 33",173564
"09-04-2023 : 34",174964
"09-04-2023 : 35",176422
"09-04-2023 : 36",177533
"09-04-2023 : 37",178310
"09-04-2023 : 38",180802
"09-04-2023 : 39",181196
"09-04-2023 : 40",181944
"09-04-2023 : 41",181341
"09-04-2023 : 42",181443
"09-04-2023 : 43",182025
"09-04-2023 : 44",182441
"09-04-2023 : 45",182318
"09-04-2023 : 46",181223
"09-04-2023 : 47",181402
"09-04-2023 : 48",181760
"09-04-2023 : 49",181984
"09-04-2023 : 50",180409
"09-04-2023 : 51",180038
"09-04-2023 : 52",179057
"09-04-2023 : 53",177307
"09-04-2023 : 54",174722
"09-04-2023 : 55",174549
"09-04-2023 : 56",174876
"09-04-2023 : 57",175401
"09-04-2023 : 58",174568
"09-04-2023 : 59",176434
"09-04-2023 : 60",177939
"09-04-2023 : 61",177810
"09-04-2023 : 62",176316
"09-04-2023 : 63",175523
"09-04-2023 : 64",175192
"09-04-2023 : 65",174698
"09-04-2023 : 66",172205
"09-04-2023 : 67",172183
"09-04-2023 : 68",171382
"09-04-2023 : 69",169781
"09-04-2023 : 70",167250
"09-04-2023 : 71",166325
"09-04-2023 : 72",165055
"09-04-2023 : 73",164447
"09-04-2023 : 74",163294
"09-04-2023 : 75",165877
"09-04-2023 : 76",171248
"09-04-2023 : 77",174607
"09-04-2023 : 78",178290
"09-04-2023 : 79",179306
"09-04-2023 : 80",178802
"09-04-2023 : 81",178006
"09-04-2023 : 82",176641
"09-04-2023 : 83",176189
"09-04-2023 : 84",175378
"09-04-2023 : 85",174853
"09-04-2023 : 86",175514
"09-04-2023 : 87",175124
"09-04-2023 : 88",175348
"09-04-2023 : 89",174661
"09-04-2023 : 90",177245
"09-04-2023 : 91",177580
"09-04-2023 : 92",176851
"09-04-2023 : 93",175366
"09-04-2023 : 94",175635
"09-04-2023 : 95",174777
"09-04-2023 : 96",173962
"10-04-2023 : 1",172571
"10-04-2023 : 2",172349
"10-04-2023 : 3",171646
"10-04-2023 : 4",170862
"10-04-2023 : 5",170458
"10-04-2023 : 6",169493
"10-04-2023 : 7",168703
"10-04-2023 : 8",168053
"10-04-2023 : 9",167246
"10-04-2023 : 10",165882
"10-04-2023 : 11",165749
"10-04-2023 : 12",164956
"10-04-2023 : 13",164182
"10-04-2023 : 14",163971
"10-04-2023 : 15",164432
"10-04-2023 : 16",164412
"10-04-2023 : 17",164592
"10-04-2023 : 18",165114
"10-04-2023 : 19",165647
"10-04-2023 : 20",166722
"10-04-2023 : 21",167687
"10-04-2023 : 22",168810
"10-04-2023 : 23",170656
"10-04-2023 : 24",171695
"10-04-2023 : 25",173627
"10-04-2023 : 26",174807
"10-04-2023 : 27",177667
"10-04-2023 : 28",178843
"10-04-2023 : 29",178253
"10-04-2023 : 30",178224
"10-04-2023 : 31",178876
"10-04-2023 : 32",178905
"10-04-2023 : 33",178992
"10-04-2023 : 34",180622
"10-04-2023 : 35",182494
"10-04-2023 : 36",184638
"10-04-2023 : 37",186115
"10-04-2023 : 38",189412
"10-04-2023 : 39",190886
"10-04-2023 : 40",191860
"10-04-2023 : 41",192394
"10-04-2023 : 42",192627
"10-04-2023 : 43",194375
"10-04-2023 : 44",194161
"10-04-2023 : 45",194073
"10-04-2023 : 46",193628
"10-04-2023 : 47",193964
"10-04-2023 : 48",193892
"10-04-2023 : 49",193506
"10-04-2023 : 50",192129
"10-04-2023 : 51",192799
"10-04-2023 : 52",191500
"10-04-2023 : 53",190121
"10-04-2023 : 54",186814
"10-04-2023 : 55",186142
"10-04-2023 : 56",186913
"10-04-2023 : 57",188468
"10-04-2023 : 58",188569
"10-04-2023 : 59",190336
"10-04-2023 : 60",191539
"10-04-2023 : 61",192319
"10-04-2023 : 62",192029
"10-04-2023 : 63",192422
"10-04-2023 : 64",191493
"10-04-2023 : 65",191552
"10-04-2023 : 66",188956
"10-04-2023 : 67",189250
"10-04-2023 : 68",188305
"10-04-2023 : 69",186355
"10-04-2023 : 70",183612
"10-04-2023 : 71",182947
"10-04-2023 : 72",181287
"10-04-2023 : 73",181692
"10-04-2023 : 74",179223
"10-04-2023 : 75",183471
"10-04-2023 : 76",186337
"10-04-2023 : 77",189599
"10-04-2023 : 78",191908
"10-04-2023 : 79",192369
"10-04-2023 : 80",192044
"10-04-2023 : 81",190316
"10-04-2023 : 82",189185
"10-04-2023 : 83",188373
"10-04-2023 : 84",187072
"10-04-2023 : 85",185572
"10-04-2023 : 86",185800
"10-04-2023 : 87",184840
"10-04-2023 : 88",184788
"10-04-2023 : 89",183888
"10-04-2023 : 90",185337
"10-04-2023 : 91",186132
"10-04-2023 : 92",184794
"10-04-2023 : 93",184362
"10-04-2023 : 94",183239
"10-04-2023 : 95",182789
"10-04-2023 : 96",182175
"11-04-2023 : 1",181917
"11-04-2023 : 2",181735
"11-04-2023 : 3",181292
"11-04-2023 : 4",180664
"11-04-2023 : 5",179419
"11-04-2023 : 6",178435
"11-04-2023 : 7",177778
"11-04-2023 : 8",177001
"11-04-2023 : 9",176606
"11-04-2023 : 10",175727
"11-04-2023 : 11",175777
"11-04-2023 : 12",174440
"11-04-2023 : 13",174672
"11-04-2023 : 14",174365
"11-04-2023 : 15",174552
"11-04-2023 : 16",174735
"11-04-2023 : 17",174928
"11-04-2023 : 18",175453
"11-04-2023 : 19",175444
"11-04-2023 : 20",175622
"11-04-2023 : 21",176590
"11-04-2023 : 22",177778
"11-04-2023 : 23",179263
"11-04-2023 : 24",180357
"11-04-2023 : 25",181653
"11-04-2023 : 26",182122
"11-04-2023 : 27",184105
"11-04-2023 : 28",185312
"11-04-2023 : 29",185804
"11-04-2023 : 30",185550
"11-04-2023 : 31",186024
"11-04-2023 : 32",185843
"11-04-2023 : 33",185063
"11-04-2023 : 34",185681
"11-04-2023 : 35",187411
"11-04-2023 : 36",188770
"11-04-2023 : 37",190343
"11-04-2023 : 38",193534
"11-04-2023 : 39",195987
"11-04-2023 : 40",196874
"11-04-2023 : 41",196732
"11-04-2023 : 42",197060
"11-04-2023 : 43",197474
"11-04-2023 : 44",197015
"11-04-2023 : 45",195989
"11-04-2023 : 46",195418
"11-04-2023 : 47",195285
"11-04-2023 : 48",196224
"11-04-2023 : 49",195099
"11-04-2023 : 50",194116
"11-04-2023 : 51",194409
"11-04-2023 : 52",193341
"11-04-2023 : 53",191589
"11-04-2023 : 54",188318
"11-04-2023 : 55",188168
"11-04-2023 : 56",188925
"11-04-2023 : 57",190340
"11-04-2023 : 58",190942
"11-04-2023 : 59",191582
"11-04-2023 : 60",192663
"11-04-2023 : 61",193363
"11-04-2023 : 62",193567
"11-04-2023 : 63",194756
"11-04-2023 : 64",195263
"11-04-2023 : 65",192308
"11-04-2023 : 66",193090
"11-04-2023 : 67",192657
"11-04-2023 : 68",192449
"11-04-2023 : 69",190958
"11-04-2023 : 70",187835
"11-04-2023 : 71",187039
"11-04-2023 : 72",186220
"11-04-2023 : 73",186135
"11-04-2023 : 74",183627
"11-04-2023 : 75",186754
"11-04-2023 : 76",190970
"11-04-2023 : 77",194432
"11-04-2023 : 78",196714
"11-04-2023 : 79",197216
"11-04-2023 : 80",196238
"11-04-2023 : 81",194792
"11-04-2023 : 82",193460
"11-04-2023 : 83",192372
"11-04-2023 : 84",191854
"11-04-2023 : 85",190520
"11-04-2023 : 86",190722
"11-04-2023 : 87",190576
"11-04-2023 : 88",190586
"11-04-2023 : 89",190493
"11-04-2023 : 90",191721
"11-04-2023 : 91",192558
"11-04-2023 : 92",192382
"11-04-2023 : 93",192217
"11-04-2023 : 94",191906
"11-04-2023 : 95",191003
"11-04-2023 : 96",190056
"12-04-2023 : 1",189415
"12-04-2023 : 2",188452
"12-04-2023 : 3",187099
"12-04-2023 : 4",186537
"12-04-2023 : 5",185787
"12-04-2023 : 6",184095
"12-04-2023 : 7",183405
"12-04-2023 : 8",182694
"12-04-2023 : 9",181310
"12-04-2023 : 10",180597
"12-04-2023 : 11",179765
"12-04-2023 : 12",178996
"12-04-2023 : 13",178592
"12-04-2023 : 14",178627
"12-04-2023 : 15",178602
"12-04-2023 : 16",179113
"12-04-2023 : 17",178975
"12-04-2023 : 18",179118
"12-04-2023 : 19",179109
"12-04-2023 : 20",179482
"12-04-2023 : 21",180446
"12-04-2023 : 22",181428
"12-04-2023 : 23",183103
"12-04-2023 : 24",183812
"12-04-2023 : 25",184784
"12-04-2023 : 26",184361
"12-04-2023 : 27",187557
"12-04-2023 : 28",188389
"12-04-2023 : 29",187842
"12-04-2023 : 30",187616
"12-04-2023 : 31",187535
"12-04-2023 : 32",186623
"12-04-2023 : 33",185898
"12-04-2023 : 34",187888
"12-04-2023 : 35",189020
"12-04-2023 : 36",190320
"12-04-2023 : 37",191751
"12-04-2023 : 38",194457
"12-04-2023 : 39",196577
"12-04-2023 : 40",197982
"12-04-2023 : 41",198801
"12-04-2023 : 42",199698
"12-04-2023 : 43",199869
"12-04-2023 : 44",199955
"12-04-2023 : 45",199580
"12-04-2023 : 46",198107
"12-04-2023 : 47",198506
"12-04-2023 : 48",198020
"12-04-2023 : 49",198610
"12-04-2023 : 50",196154
"12-04-2023 : 51",196023
"12-04-2023 : 52",195288
"12-04-2023 : 53",194062
"12-04-2023 : 54",191009
"12-04-2023 : 55",191803
"12-04-2023 : 56",190784
"12-04-2023 : 57",192052
"12-04-2023 : 58",192988
"12-04-2023 : 59",194960
"12-04-2023 : 60",195416
"12-04-2023 : 61",196323
"12-04-2023 : 62",196994
"12-04-2023 : 63",197233
"12-04-2023 : 64",197132
"12-04-2023 : 65",197195
"12-04-2023 : 66",194672
"12-04-2023 : 67",195446
"12-04-2023 : 68",193529
"12-04-2023 : 69",192545
"12-04-2023 : 70",190350
"12-04-2023 : 71",189308
"12-04-2023 : 72",186919
"12-04-2023 : 73",187022
"12-04-2023 : 74",186082
"12-04-2023 : 75",190143
"12-04-2023 : 76",193229
"12-04-2023 : 77",196660
"12-04-2023 : 78",199178
"12-04-2023 : 79",200356
"12-04-2023 : 80",200199
"12-04-2023 : 81",198071
"12-04-2023 : 82",196587
"12-04-2023 : 83",195561
"12-04-2023 : 84",195058
"12-04-2023 : 85",193564
"12-04-2023 : 86",194019
"12-04-2023 : 87",193784
"12-04-2023 : 88",194069
"12-04-2023 : 89",193493
"12-04-2023 : 90",195201
"12-04-2023 : 91",196104
"12-04-2023 : 92",195516
"12-04-2023 : 93",194864
"12-04-2023 : 94",194446
"12-04-2023 : 95",193915
"12-04-2023 : 96",192978
"13-04-2023 : 1",191749
"13-04-2023 : 2",190456
"13-04-2023 : 3",189549
"13-04-2023 : 4",188884
"13-04-2023 : 5",188140
"13-04-2023 : 6",186906
"13-04-2023 : 7",186780
"13-04-2023 : 8",185721
"13-04-2023 : 9",184712
"13-04-2023 : 10",183497
"13-04-2023 : 11",182821
"13-04-2023 : 12",181935
"13-04-2023 : 13",181800
"13-04-2023 : 14",181584
"13-04-2023 : 15",181912
"13-04-2023 : 16",182088
"13-04-2023 : 17",181770
"13-04-2023 : 18",181832
"13-04-2023 : 19",182595
"13-04-2023 : 20",182682
"13-04-2023 : 21",183200
"13-04-2023 : 22",183883
"13-04-2023 : 23",184518
"13-04-2023 : 24",185562
"13-04-2023 : 25",186615
"13-04-2023 : 26",185825
"13-04-2023 : 27",188861
"13-04-2023 : 28",188743
"13-04-2023 : 29",188254
"13-04-2023 : 30",188208
"13-04-2023 : 31",188011
"13-04-2023 : 32",188094
"13-04-2023 : 33",187526
"13-04-2023 : 34",188636
"13-04-2023 : 35",190893
"13-04-2023 : 36",192601
"13-04-2023 : 37",193819
"13-04-2023 : 38",197147
"13-04-2023 : 39",199749
"13-04-2023 : 40",201140
"13-04-2023 : 41",202077
"13-04-2023 : 42",202384
"13-04-2023 : 43",202783
"13-04-2023 : 44",202973
"13-04-2023 : 45",202550
"13-04-2023 : 46",201933
"13-04-2023 : 47",203071
"13-04-2023 : 48",202715
"13-04-2023 : 49",202473
"13-04-2023 : 50",201170
"13-04-2023 : 51",200873
"13-04-2023 : 52",200036
"13-04-2023 : 53",197984
"13-04-2023 : 54",194764
"13-04-2023 : 55",195187
"13-04-2023 : 56",195944
"13-04-2023 : 57",196505
"13-04-2023 : 58",198027
"13-04-2023 : 59",198737
"13-04-2023 : 60",200045
"13-04-2023 : 61",201095
"13-04-2023 : 62",200939
"13-04-2023 : 63",201965
"13-04-2023 : 64",200739
"13-04-2023 : 65",199768
"13-04-2023 : 66",198384
"13-04-2023 : 67",197158
"13-04-2023 : 68",196931
"13-04-2023 : 69",195273
"13-04-2023 : 70",192784
"13-04-2023 : 71",191146
"13-04-2023 : 72",189111
"13-04-2023 : 73",189418
"13-04-2023 : 74",188481
"13-04-2023 : 75",192211
"13-04-2023 : 76",193146
"13-04-2023 : 77",196562
"13-04-2023 : 78",199193
"13-04-2023 : 79",199610
"13-04-2023 : 80",199113
"13-04-2023 : 81",198079
"13-04-2023 : 82",196685
"13-04-2023 : 83",196335
"13-04-2023 : 84",194971
"13-04-2023 : 85",193797
"13-04-2023 : 86",193573
"13-04-2023 : 87",193132
"13-04-2023 : 88",193814
"13-04-2023 : 89",193293
"13-04-2023 : 90",194533
"13-04-2023 : 91",194943
"13-04-2023 : 92",195021
"13-04-2023 : 93",194931
"13-04-2023 : 94",193994
"13-04-2023 : 95",192700
"13-04-2023 : 96",191962
"14-04-2023 : 1",191984
"14-04-2023 : 2",190957
"14-04-2023 : 3",190628
